Ano,OBJETO.1,OBJETO.2,VALORES PREVISTOS,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
2022,07,Contribuições a Entidades Fechadas de Previdência,"R$ 67775,36",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 8471,92","R$ 8471,92","R$ 8471,92","R$ 8471,92","R$ 8471,92","R$ 8471,92","R$ 50831,52"
2022,92,Despesas de exercícios anteriores,"R$ 27461310,02","R$ 6675512,53","R$ 4220427,99","R$ 3562467,12","R$ 3054011,96","R$ 245188,36","R$ 178299,35","R$ 254634,81","R$ 196060,11","R$ 1413715,66","R$ 98275,07","R$ 1548332,55","R$ 232161,57","R$ 21679087,08"
2022,14,Diárias,"R$ 833248,95","R$ 1819,22","R$ 29921,72","R$ 92992,93","R$ 37195,45","R$ 69887,41","R$ 58128,07","R$ 82277,81","R$ 96762,44","R$ 69451,76","R$ 95948,43","R$ 126441,97","R$ 66556,53","R$ 827383,74"
2022,52,Equipamento e material permanente,"R$ 13857376,98",R$ 0,R$ 0,"R$ 25092,69","R$ 47377,22","R$ 88764,92","R$ 75292,57","R$ 73595,81","R$ 91651,71","R$ 124174,95","R$ 64254,51","R$ 144820,02","R$ 590251,87","R$ 1325276,27"
2022,93,Indenizações e restituições,"R$ 66359548,79","R$ 338057,09","R$ 182081,16","R$ 481799,72","R$ 260303,12","R$ 533543,33","R$ 642911,33","R$ 501952,15","R$ 535732,63","R$ 6461851,53","R$ 1501601,16","R$ 10511557,42","R$ 8542912,5","R$ 30494303,14"
2022,INVERSÕES,INVERSÕES FINANCEIRAS,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2022,37,Locação de mão-de-obra,"R$ 2612754,17",R$ 0,R$ 0,R$ 183693,R$ 183693,R$ 183693,R$ 183693,"R$ 354243,29","R$ 420380,7","R$ 215501,87","R$ 17023,12","R$ 417851,73","R$ 200216,5","R$ 2359989,21"
2022,30,Material de consumo,"R$ 1156410,69",R$ 0,R$ 6252,"R$ 63422,6","R$ 63638,91","R$ 79548,11","R$ 97832,52","R$ 76528,1","R$ 143358,54","R$ 110829,99","R$ 65620,45","R$ 110734,12","R$ 67274,06","R$ 885039,40"
2022,32,"Material, Bem ou Serv.Dist.Gratuita","R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2022,51,Obras e Instalações,"R$ 7186863,09",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 219107,64","R$ 262503,45","R$ 58300,33","R$ 128642,24","R$ 421442,12","R$ 1089995,78"
2022,13,Obrigações Patronais,"R$ 45129280,83",R$ 0,"R$ 3075102,28","R$ 3855571,05","R$ 3047444,81","R$ 3198129,33","R$ 3206744,38","R$ 3062282,97","R$ 3194321,08","R$ 3223436,17","R$ 3723630,78","R$ 3403808,06","R$ 4313780,53","R$ 37304251,44"
2022,47,Obrigações Tributárias e contributivas,"R$ 87126,21","R$ 8,55","R$ 28,1","R$ 14,05",R$ 0,"R$ 80970,03","R$ 481,3","R$ 2545,13","R$ 2184,33","R$ 139,04","R$ 168,67","R$ 14,05","R$ 297,98","R$ 86851,23"
2022,OUTRAS,OUTRAS DESPESAS CORRENTES,"R$ 137374293,79","R$ 8972240,95","R$ 7633847,66","R$ 5709191,87","R$ 8999302,98","R$ 4589277,19","R$ 4917829,16","R$ 4958850,93","R$ 6805875,64","R$ 9995162,81","R$ 4078613,34","R$ 12308699,1","R$ 18372213,55","R$ 97341105,18"
2022,16,Outras despesas variáveis - pessoal civíl,"R$ 17085183,14",R$ 1026946,"R$ 1270949,87","R$ 1242575,52","R$ 1269371,44","R$ 1325778,7","R$ 1275248,76","R$ 1389575,4","R$ 1336873,89","R$ 1385878,78","R$ 1321214,52","R$ 1558888,04","R$ 12008,05","R$ 14415308,97"
2022,08,Outros Benefícios Assistenciais,"R$ 12792531,86","R$ 949274,83","R$ 1019776,8","R$ 1009461,54","R$ 1022460,07","R$ 1024360,47","R$ 1053030,81","R$ 1115707,85","R$ 1079848,41","R$ 1093569,31","R$ 1109358,8","R$ 108960,43","R$ 1054455,76","R$ 11640265,08"
2022,05,Outros benefícios previdenciários,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2022,39,Outros Serviços de Terc. PJ,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2022,39,Outros Serviços de Terc. PJ,"R$ 6932708,74",R$ 0,"R$ 229965,95","R$ 312956,66","R$ 369695,5","R$ 433752,04","R$ 503189,61","R$ 340154,17","R$ 620236,23","R$ 408772,74","R$ 372149,1","R$ 450062,64","R$ 453836,17","R$ 4494770,81"
2022,36,Outros Serviços de Terc.P.Física,"R$ 3626627,55",R$ 0,"R$ 156011,39","R$ 190488,25","R$ 467677,95","R$ 34519,66","R$ 292691,88","R$ 284634,65","R$ 278195,73","R$ 620939,75","R$ 51915,07","R$ 779877,68","R$ 15505,58","R$ 3172457,59"
2022,39,Outros Serviços de Terceiros - Pessoa Jurídica - INTRA,"R$ 1168109,63",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 471979,32","R$ 81493,87","R$ 88150,05","R$ 84734,03","R$ 73300,28","R$ 89250,19","R$ 262590,57","R$ 1151498,31"
2022,33,Passagens e despesas c/ locom.,"R$ 619869,07",R$ 0,R$ 0,"R$ 12048,69","R$ 18827,49","R$ 41490,94","R$ 64501,71","R$ 39907,59","R$ 117814,68","R$ 47698,6",R$ 0,"R$ 77686,85","R$ 120617,39","R$ 540593,94"
2022,03,Pensões,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2022,PESSOAL,PESSOAL E ENCARGOS SOCIAIS,"R$ 276969909,43","R$ 14257581,43","R$ 19450262,32","R$ 21100562,03","R$ 19357882,02","R$ 19848700,61","R$ 26885889,79","R$ 18932498,59","R$ 19845530,45","R$ 21465090,2","R$ 20265400,97","R$ 25528939,87","R$ 14516593,64","R$ 241454931,92"
2022,31,"Premiaçoes culturais, Art. Cient.Desp.","R$ 6400,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 6400,R$ 0,R$ 0,R$ 0,"R$ 6400,00"
2022,96,Ressarc. Desp pessoal requisitado,"R$ 421825,18",R$ 0,"R$ 22116,76","R$ 78494,71","R$ 6171,58","R$ 104839,43",R$ 0,"R$ 11464,9",R$ 0,"R$ 25573,83",R$ 0,R$ 0,"R$ 6899,46","R$ 255560,67"
2022,91,Sentenças Judiciais,"R$ 945893,61",R$ 0,"R$ 43435,57","R$ 11754,93","R$ 645267,79","R$ 220298,49",R$ 0,R$ 0,R$ 0,"R$ 6299,42","R$ 11249,07",R$ 0,R$ 0,"R$ 938305,27"
2022,35,Serviço de Consultoria,"R$ 18470,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2022,40,Serviços de Tecnologia de Informação e Comu,"R$ 8865672,71",R$ 0,"R$ 76790,52","R$ 166914,21","R$ 929478,94","R$ 1238781,73","R$ 167094,37","R$ 338531,43","R$ 1084499,99","R$ 348572,13","R$ 192278,67","R$ 515181,2","R$ 2178012,71","R$ 7236135,90"
2022,11,Vencimentos e vantagens fixas,"R$ 192026893,98","R$ 12856749,5","R$ 14564334,75","R$ 15285928,03","R$ 13960205,29","R$ 14609430,31","R$ 21789145,14","R$ 13937959,7","R$ 14833538,07","R$ 14558961,68","R$ 14891852,72","R$ 16205817,66","R$ 8889149,11","R$ 176383071,96"
2023,INVESTIMENTO,,"R$ 3616755,78",R$ 0,"R$ 196432,82","R$ 16780,75","R$ 30398,9","R$ 59829,59","R$ 82844,18","R$ 433540,56","R$ 87503,14","R$ 62902,11","R$ 1320507,8",R$ 76297,"R$ 309221,11","R$ 2676257,96"
2023,01,Aposentadorias,"R$ 1899744,28",R$ 0,R$ 0,R$ 0,"R$ 395995,47","R$ 255004,75","R$ 165905,12","R$ 144075,48","R$ 98601,84","R$ 601427,71","R$ 151801,59","R$ 38409,89","R$ 48522,43","R$ 1899744,28"
2023,61,Aquisição de Imóveis,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2023,46,Auxílio alimentação,"R$ 22178171,23",R$ 1568416,"R$ 1885923,11","R$ 1282,7","R$ 1741683,8","R$ 3445868,23","R$ 1879637,54","R$ 1876610,87","R$ 1894208,81","R$ 1891693,39","R$ 1886023,75","R$ 1863925,33","R$ 1878735,96","R$ 21814009,49"
2023,42,Auxílios,"R$ 12684,52",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 1684,52",R$ 0,R$ 0,"R$ 10007,96",R$ 0,R$ 0,R$ 0,"R$ 11692,48"
2023,04,Contratação por tempo determinado,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2023,41,Contribuições,"R$ 1804654,11",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 773109,8",R$ 0,"R$ 81538,5","R$ 532838,72","R$ 278104,52",R$ 0,"R$ 139052,26","R$ 1804643,80"
2023,41,Contribuições (transferência a fundos - previdência),"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2023,07,Contribuições a Entidades Fechadas de Previdência,"R$ 113786,32","R$ 16943,84","R$ 8329,04","R$ 8329,04","R$ 8329,04","R$ 8981,92","R$ 8981,92","R$ 8981,92","R$ 8981,92","R$ 8981,92","R$ 8981,92","R$ 8981,92","R$ 8981,92","R$ 113786,32"
2023,92,Despesas de exercícios anteriores,"R$ 27,00",R$ 0,R$ 0,R$ 0,R$ 27,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 27,00"
2023,92,Despesas de exercícios anteriores,"R$ 3725328,75","R$ 345744,31","R$ 399572,04","R$ 274626,22","R$ 230963,09","R$ 201101,7","R$ 262518,73","R$ 241591,91","R$ 480172,61","R$ 191741,85","R$ 225711,47","R$ 388626,66","R$ 482948,16","R$ 3725318,75"
2023,14,Diárias,"R$ 1338710,77","R$ 4600,7","R$ 55058,39","R$ 100229,13","R$ 93928,14","R$ 117663,37","R$ 154285,76","R$ 88320,09","R$ 118862,23","R$ 112733,6","R$ 155505,17","R$ 252919,08","R$ 79745,85","R$ 1333851,51"
2023,52,Equipamento e material permanente,"R$ 2932114,98",R$ 0,R$ 530,R$ 5379,"R$ 30371,9","R$ 59829,59","R$ 81159,66","R$ 433540,56","R$ 87503,14","R$ 52894,15","R$ 1320507,8",R$ 76297,"R$ 309221,11","R$ 2457233,91"
2023,93,Indenizações e restituições,"R$ 74860512,10","R$ 3755063,44","R$ 2703338,02","R$ 6973432,34","R$ 7060339,55","R$ 4610138,21","R$ 3335771,08","R$ 3240491,11","R$ 4782455,56","R$ 2964446,34","R$ 5292036,86","R$ 13443094,83","R$ 16690339,36","R$ 74850946,70"
2023,INVERSÕES,INVERSÕES FINANCEIRAS,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2023,37,Locação de mão-de-obra,"R$ 3041965,02",R$ 0,R$ 0,"R$ 416155,14","R$ 220920,9","R$ 217441,75","R$ 302120,27","R$ 271357,33","R$ 263413,72","R$ 262986,76","R$ 267101,99","R$ 260871,25","R$ 264239,71","R$ 2746608,82"
2023,30,Material de consumo,"R$ 1133040,72",R$ 26600,"R$ 34742,22","R$ 43968,34","R$ 64504,08","R$ 46009,8","R$ 45096,22","R$ 49087,48","R$ 101332,65","R$ 47392,17","R$ 136167,9","R$ 60966,73","-R$ 8510,07","R$ 647357,52"
2023,32,"Material, Bem ou Serv.Dist.Gratuita","R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2023,51,Obras e Instalações,"R$ 671929,28",R$ 0,"R$ 195902,82","R$ 11401,75",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 207304,57"
2023,13,Obrigações Patronais,"R$ 50172837,54","R$ 775839,55","R$ 3502020,4","R$ 3514426,65","R$ 4182874,1","R$ 4243327,8","R$ 3010528,62","R$ 4868775,22","R$ 3738008,84","R$ 3648221,47","R$ 3920581,4","R$ 5363129,47","R$ 8427107,35","R$ 49194840,87"
2023,47,Obrigações Tributárias e contributivas,"R$ 16695,21",R$ 0,"R$ 45,87",R$ 0,"R$ 8331,64",R$ 0,R$ 2500,"R$ 4304,25",R$ 0,R$ 0,"R$ 810,11","R$ 30,58",R$ 0,"R$ 16022,45"
2023,OUTRAS,OUTRAS DESPESAS CORRENTES,"R$ 116292740,99","R$ 5737667,56","R$ 4368599,9","R$ 5444993,59","R$ 6552872,83","R$ 11055282,97","R$ 8606210,9","R$ 7873688,98","R$ 9854499,04","R$ 8505456,62","R$ 8549095,03","R$ 18843143,82","R$ 17737325,05","R$ 113128836,29"
2023,16,Outras despesas variáveis - pessoal civíl,"R$ 22132121,02","R$ 1212534,04","R$ 1413751,12","R$ 1568385,01","R$ 1612205,21","R$ 1884230,3","R$ 1720905,86","R$ 1706566,66",R$ 1672268,"R$ 1774195,36","R$ 1771492,27","R$ 1736395,28","R$ 4059191,91","R$ 22132121,02"
2023,08,Outros Benefícios Assistenciais,"R$ 22440011,60","R$ 1191476,85","R$ 65870,46","R$ 1399296,25","R$ 1553819,15","R$ 2835911,15","R$ 1733155,26","R$ 1951910,88","R$ 2304422,98","R$ 2315906,71","R$ 2388394,81","R$ 2350966,19","R$ 2346425,59","R$ 22437556,28"
2023,05,Outros benefícios previdenciários,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2023,39,Outros Serviços de Terc. PJ,"R$ 6841931,59",R$ 32600,"R$ 130605,2","R$ 608671,27","R$ 420971,95","R$ 453311,47","R$ 596556,25","R$ 487708,98","R$ 388263,62","R$ 551301,35","R$ 578209,54","R$ 955940,68","R$ 611022,76","R$ 5815163,07"
2023,36,Outros Serviços de Terc.P.Física,"R$ 5145925,35","R$ 311247,12","R$ 19615,42","R$ 432123,48","R$ 46411,92","R$ 1071253,49","R$ 61992,36","R$ 415439,28","R$ 774031,01","R$ 411603,03","R$ 481342,88","R$ 498267,72","R$ 611411,29","R$ 5134739,00"
2023,39,Outros Serviços de Terceiros - Pessoa Jurídica - INTRA,"R$ 88316,11",R$ 0,R$ 0,"R$ 8099,02","R$ 15196,53","R$ 7205,13","R$ 14517,88",R$ 0,"R$ 7205,13","R$ 13592,81","R$ 6495,3",R$ 0,"R$ 12990,6","R$ 85302,40"
2023,33,Passagens e despesas c/ locom.,"R$ 1279937,41",R$ 0,R$ 0,"R$ 125289,65","R$ 30285,19","R$ 82020,6","R$ 51650,54","R$ 100583,43","R$ 108134,12",R$ 0,"R$ 60683,8","R$ 377970,73","R$ 289223,76","R$ 1225841,82"
2023,03,Pensões,"R$ 18778,45",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2023,PESSOAL,PESSOAL E ENCARGOS SOCIAIS,"R$ 336752938,54","R$ 17175518,2","R$ 21007162,29","R$ 30795121,73","R$ 29615017,27","R$ 29283976,83","R$ 26033695,85","R$ 28954529,42","R$ 26465354,8","R$ 26344550,33","R$ 29279919,46","R$ 28387049,38","R$ 42154236,44","R$ 335496132,00"
2023,31,"Premiaçoes culturais, Art. Cient.Desp.","R$ 46080,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 40500,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 40500,00"
2023,96,Ressarc. Desp pessoal requisitado,"R$ 255204,08",R$ 0,R$ 0,R$ 0,R$ 0,"R$ 15415,38","R$ 14053,38","R$ 14391,84",R$ 0,"R$ 8136,16",R$ 0,R$ 0,"R$ 37204,64","R$ 89201,40"
2023,91,Sentenças Judiciais,"R$ 117538,23",R$ 0,R$ 0,R$ 0,R$ 0,"R$ 111907,22",R$ 0,"R$ 5179,36","R$ 451,65",R$ 0,R$ 0,R$ 0,R$ 0,"R$ 117538,23"
2023,35,Serviço de Consultoria,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2023,40,Serviços de Tecnologia de Informação e Comu,"R$ 7104984,31",R$ 0,"R$ 12352,63","R$ 195807,79","R$ 210813,95","R$ 983751,84","R$ 833534,02","R$ 309866,8","R$ 557275,54","R$ 535377,34","R$ 185142,95","R$ 928942,77","R$ 1445569,06","R$ 6198434,69"
2023,11,Vencimentos e vantagens fixas,"R$ 227289405,33","R$ 13672119,91","R$ 15144538,27","R$ 20569993,29","R$ 18270316,39","R$ 19748715,69","R$ 19673086,14","R$ 21042975,51","R$ 18899725,11","R$ 18977430,26","R$ 20034426,26","R$ 18700754,09","R$ 22467358,95","R$ 227201439,87"
2024,INVESTIMENTO,,"R$ 40801492,17",R$ 0,"R$ 796738,22","R$ 1647089,76","R$ 327217,96","R$ 717272,94","R$ 1231628,37",,,,,,,"R$ 4719947,25"
2024,01,Aposentadorias,"R$ 920500,00",R$ 0,"R$ 203319,13","R$ 124952,76",R$ 0,"R$ 29117,25","R$ 130649,87",,,,,,,"R$ 488039,01"
2024,61,Aquisição de Imóveis,"R$ 1010000,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,,,,,,,"R$ 0,00"
2024,61,Aquisição de Imóveis,"R$ 9205000,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,,,,,,,"R$ 0,00"
2024,46,Auxílio alimentação,"R$ 22500000,00","R$ 1535624,33","R$ 3329552,95","R$ 2333801,09","R$ 2062133,14","R$ 368119,02","R$ 3885611,76",,,,,,,"R$ 13514842,29"
2024,42,Auxílios,"R$ 163818,77",R$ 0,"R$ 29738,22",R$ 0,R$ 0,R$ 0,R$ 0,,,,,,,"R$ 29738,22"
2024,04,Contratação por tempo determinado,"R$ 1000,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,,,,,,,"R$ 0,00"
2024,41,Contribuições,"R$ 2743907,83",R$ 0,R$ 0,"R$ 168460,88",R$ 0,R$ 0,R$ 0,,,,,,,"R$ 168460,88"
2024,41,Contribuições (transferência a fundos - previdência),"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,,,,,,,"R$ 0,00"
2024,07,Contribuições a Entidades Fechadas de Previdência,"R$ 1000000,00",R$ 0,R$ 0,R$ 0,"R$ 45931,32","R$ 22061,33","R$ 40545,51",,,,,,,"R$ 108538,16"
2024,92,Despesas de exercícios anteriores,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,,,,,,,"R$ 0,00"
2024,92,Despesas de exercícios anteriores,"R$ 2039875,00","R$ 22616,64",R$ 245850,R$ 112700,"R$ 103999,59","R$ 84935,88","R$ 77115,25",,,,,,,"R$ 647217,36"
2024,14,Diárias,"R$ 1200000,00","R$ 5206,22","R$ 128722,13","R$ 109405,85","R$ 121511,05","R$ 104164,7","R$ 190396,79",,,,,,,"R$ 659406,74"
2024,52,Equipamento e material permanente,"R$ 11620400,00",R$ 0,R$ 0,"R$ 1647089,76","R$ 23608,45",R$ 162123,"R$ 970866,13",,,,,,,"R$ 2803687,34"
2024,93,Indenizações e restituições,"R$ 25170700,00",R$ 0,"R$ 7958939,88","R$ 3093268,65","R$ 3042558,37","R$ 3196122,92","R$ 3657331,63",,,,,,,"R$ 20948221,45"
2024,INVERSÕES,INVERSÕES FINANCEIRAS,"R$ 1010000,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,,,,,,,"R$ 0,00"
2024,37,Locação de mão-de-obra,"R$ 4132027,22",R$ 0,"R$ 238698,28","R$ 607473,93","R$ 331599,33","R$ 291021,57","R$ 308536,6",,,,,,,"R$ 1777329,71"
2024,30,Material de consumo,"R$ 1829000,00",R$ 0,"R$ 129010,82","R$ 21842,82","R$ 76194,28","R$ 100138,07","R$ 75227,56",,,,,,,"R$ 402413,55"
2024,32,"Material, Bem ou Serv.Dist.Gratuita","R$ 10000,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,,,,,,,"R$ 0,00"
2024,51,Obras e Instalações,"R$ 19812273,40",R$ 0,R$ 767000,R$ 0,"R$ 303609,51","R$ 555149,94","R$ 260762,24",,,,,,,"R$ 1886521,69"
2024,13,Obrigações Patronais,"R$ 45761000,00","R$ 4904,6","R$ 4686185,12","R$ 3639301,3","R$ 3610086,08","R$ 3646600,23","R$ 4933308,28",,,,,,,"R$ 20520385,61"
2024,47,Obrigações Tributárias e contributivas,"R$ 369000,00",R$ 0,"R$ 520,7","R$ 5602,24","R$ 1,65",R$ 0,R$ 0,,,,,,,"R$ 6124,59"
2024,OUTRAS,OUTRAS DESPESAS CORRENTES,"R$ 100660692,76","R$ 1813332,18","R$ 15623024,78","R$ 10275114,92","R$ 9047938,07","R$ 6506299,41","R$ 10933096,04",,,,,,,"R$ 54198805,40"
2024,16,Outras despesas variáveis - pessoal civíl,"R$ 12760000,00","R$ 2731,3","R$ 3305068,4","R$ 1815841,53","R$ 1803085,35","R$ 1886012,81","R$ 1851841,58",,,,,,,"R$ 10664580,97"
2024,08,Outros Benefícios Assistenciais,"R$ 24066779,43",R$ 0,"R$ 4930578,59","R$ 2509481,09","R$ 2525523,18","R$ 2603352,61","R$ 2681183,13",,,,,,,"R$ 15250118,60"
2024,05,Outros benefícios previdenciários,"R$ 1000,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,,,,,,,"R$ 0,00"
2024,39,Outros Serviços de Terc. PJ,"R$ 14490637,10","R$ 234162,7","R$ 2333739,9","R$ 1315353,23","R$ 595194,72","R$ 807823,48","R$ 722539,01",,,,,,,"R$ 6008813,04"
2024,36,Outros Serviços de Terc.P.Física,"R$ 4436347,78","R$ 38338,93","R$ 1255001,32","R$ 740451,09","R$ 748176,43","R$ 40613,26","R$ 756524,72",,,,,,,"R$ 3579105,75"
2024,39,Outros Serviços de Terceiros - Pessoa Jurídica - INTRA,"R$ 90000,00",R$ 0,"R$ 3577,06","R$ 4438,37","R$ 5514,57","R$ 11029,14",R$ 0,,,,,,,"R$ 24559,14"
2024,33,Passagens e despesas c/ locom.,"R$ 1390625,00",R$ 0,"R$ 44073,84","R$ 82436,32","R$ 156528,7",R$ 0,"R$ 160057,98",,,,,,,"R$ 443096,84"
2024,03,Pensões,"R$ 1000000,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,,,,,,,"R$ 0,00"
2024,PESSOAL,PESSOAL E ENCARGOS SOCIAIS,"R$ 308193500,00","R$ 30252,54","R$ 48547452,69","R$ 22215012,37","R$ 24691474,66","R$ 25230446,04","R$ 34064598,98",,,,,,,"R$ 154779237,28"
2024,31,"Premiaçoes culturais, Art. Cient.Desp.","R$ 12800,00",R$ 0,R$ 11400,R$ 1400,R$ 0,R$ 0,R$ 0,,,,,,,"R$ 12800,00"
2024,96,Ressarc. Desp pessoal requisitado,"R$ 2500000,00",R$ 0,R$ 0,"R$ 27355,74",R$ 0,"R$ 75126,45","R$ 143580,88",,,,,,,"R$ 246063,07"
2024,91,Sentenças Judiciais,"R$ 1000000,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,,,,,,,"R$ 0,00"
2024,35,Serviço de Consultoria,"R$ 350000,00",R$ 0,R$ 0,R$ 0,R$ 34800,R$ 34800,R$ 0,,,,,,,"R$ 69600,00"
2024,40,Serviços de Tecnologia de Informação e Comu,"R$ 12828993,40",R$ 0,"R$ 251033,94","R$ 858112,42","R$ 1026761,08","R$ 795041,55","R$ 395835,01",,,,,,,"R$ 3326784,00"
2024,11,Vencimentos e vantagens fixas,"R$ 226250000,00",R$ 0,"R$ 35115205,41","R$ 14918447,98","R$ 17449813,89","R$ 17640665,18","R$ 24987409,46",,,,,,,"R$ 110111541,92"
